web-scraper-order,web-scraper-start-url,gen_inf,gen_inf-href,nom,prix,adresse,image_lien-src
"1739963398-1","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-751123","Perroquet perruches ondulées","20 000 CFA","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5138284_uploaded_image1_1737038687.jpg"
"1739963401-2","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/carpe-koi-japonaise-aquarium-827220","","","",""
"1739963403-3","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-845280","Perruches","Prix sur demande","location_on
              Sénégal","https://images.coinafrique.com/thumb_845280_uploaded_image1_1565952077.54.png"
"1739963407-4","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/poisson-daquarium-863425","","","",""
"1739963410-5","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/buf-885779","","","",""
"1739963415-6","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/chevre-balami-917895","Chèvre Balami","200 000 CFA","location_on
              Saint Louis, Sénégal","https://images.coinafrique.com/thumb_917895_uploaded_image1_1567801722.96.png"
"1739963419-7","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/verrat-de-race-large-white-929881","Verrat de race Large white","200 000 CFA","location_on
              Sénégal","https://images.coinafrique.com/thumb_929881_uploaded_image1_1568141260.81.png"
"1739963422-8","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/caille-931708","Caille","1 500 CFA","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5001807_uploaded_image1_1729346954.jpg"
"1739963424-9","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/oies-bourbonaises-990474","Oies  bourbonaises","50 000 CFA","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_990474_uploaded_image1_1569491306.15.png"
"1739963428-10","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/mouton-ladoum-pure-sang-1011139","Mouton ladoum pure sang","Prix sur demande","location_on
              Sénégal","https://images.coinafrique.com/thumb_1011139_uploaded_image1_1569950027.26.png"
"1739963431-11","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-1129419","Boeuf","Prix sur demande","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_1129419_uploaded_image1_1572391697.86.png"
"1739963435-12","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/bufs-1198114","","","",""
"1739963438-13","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/paon-bleu-1310387","Paon bleu","Prix sur demande","location_on
              Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1310387_uploaded_image1_1575790267.47.png"
"1739963442-14","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/oies-1311792","Oies toulouse","Prix sur demande","location_on
              Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1428089_uploaded_image1_1578172839.3.png"
"1739963445-15","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/oies-1322739","Oies toulouse","Prix sur demande","location_on
              Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1428089_uploaded_image1_1578172839.3.png"
"1739963449-16","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/cailles-1376905","Cailles","1 500 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4454743_uploaded_image1_1699793813.jpg"
"1739963452-17","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-1389654","Perroquet","20 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4141464_uploaded_image1_1679320795.jpg"
"1739963455-18","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-1393968","Oiseaux exotiques","Prix sur demande","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_3773129_uploaded_image1_1657027947.jpg"
"1739963458-19","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-1395598","Perroquet","20 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4141464_uploaded_image1_1679320795.jpg"
"1739963463-20","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-1395711","Perroquet","20 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4141464_uploaded_image1_1679320795.jpg"
"1739963466-21","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-guinee-1417652","Paire d'oie","100 000 CFA","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_3418166_uploaded_image1_1635935843.jpg"
"1739963468-22","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/cheval-1421196","Cheval","400 000 CFA","location_on
              Fatick, Sénégal","https://images.coinafrique.com/thumb_1421206_uploaded_image2_1578050744.82.png"
"1739963471-23","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/cheval-1421206","Cheval","400 000 CFA","location_on
              Fatick, Sénégal","https://images.coinafrique.com/thumb_1421206_uploaded_image2_1578050744.82.png"
"1739963474-24","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/oies-toulouse-1428089","Oies toulouse","Prix sur demande","location_on
              Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1428089_uploaded_image1_1578172839.3.png"
"1739963477-25","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-1441558","Perroquet","20 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4141464_uploaded_image1_1679320795.jpg"
"1739963480-26","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-1453830","Perroquet perruches ondulées","20 000 CFA","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5138284_uploaded_image1_1737038687.jpg"
"1739963484-27","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-1453837","Perruches","Prix sur demande","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_1453837_uploaded_image1_1578583493.67.png"
"1739963488-28","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/biscuit-en-poudre-pour-betail-1459836","Biscuit en poudre pour betail","4 000 CFA","location_on
              Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_1459836_uploaded_image1_1578670978.71.png"
"1739963492-29","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/dindes-canards-et-colverts-1490889","Dindes - canards et colverts","Prix sur demande","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_1490889_uploaded_image1_1579188174.8.png"
"1739963497-30","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/buf-1495773","","","",""
"1739963500-31","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/vaches-1500655","Vache Montbéliard et Holstein","Prix sur demande","location_on
              Rufisque, Sénégal","https://images.coinafrique.com/thumb_4753935_uploaded_image1_1716257776.jpg"
"1739963503-32","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/couple-de-chevre-1521675","Couple de chèvre","Prix sur demande","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_1521675_uploaded_image1_1579700066.65.png"
"1739963508-33","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/boeufs-1544433","Boeufs","750 000 CFA","location_on
              Tambacounda, Sénégal","https://images.coinafrique.com/thumb_1544433_uploaded_image1_1580089804.86.png"
"1739963512-34","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border5années","https://sn.coinafrique.com/annonce/autres-animaux/buf-1606230","","","",""
"1739963516-35","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-1825906","Chat siamois","350 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_1825906_uploaded_image2_1584739800.55.png"
"1739963520-36","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/dindon-rouge-1890125","Dindon rouge","30 000 CFA","location_on
              Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1890125_uploaded_image1_1585933665.81.png"
"1739963524-37","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-1899735","Chatons","400 000 CFA","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3613416_uploaded_image1_1647551529.jpg"
"1739963529-38","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-1934309","Perruches","Prix sur demande","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1934309_uploaded_image1_1586712626.03.png"
"1739963532-39","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-1935403","Chaton Persan","400 000 CFA","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4004300_uploaded_image1_1670782309.jpg"
"1739963537-40","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/vaches-1935629","Vaches","Prix sur demande","location_on
              Diourbel, Sénégal","https://images.coinafrique.com/thumb_1935629_uploaded_image1_1586731094.02.png"
"1739963541-41","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/bufs-1954085","","","",""
"1739963545-42","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-1962491","Chaton Scotish Fold","750 000 CFA","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4540889_uploaded_image1_1705029103.jpg"
"1739963549-43","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-1998573","Boeuf","475 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1998573_uploaded_image1_1587685670.89.jpeg"
"1739963553-44","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-chinchilla-2025374","Chat persan chinchilla","Prix sur demande","location_on
              Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3515163_uploaded_image1_1641642618.jpg"
"1739963557-45","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-blanc-2052355","Chaton persan blanc","Prix sur demande","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2052355_uploaded_image1_1588568181.jpg"
"1739963562-46","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/chevre-race-boer-2061898","Chèvre Race Boer","650 000 CFA","location_on
              Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2061898_uploaded_image1_1588694077.jpg"
"1739963567-47","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-2088141","Boeuf","Prix sur demande","location_on
              Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2088141_uploaded_image1_1589099089.jpg"
"1739963571-48","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-2101700","Boeuf","Prix sur demande","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2101700_uploaded_image1_1589308300.jpg"
"1739963575-49","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/buf-elevage-2147334","","","",""
"1739963579-50","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border4années","https://sn.coinafrique.com/annonce/autres-animaux/boeufs-2161624","Bœuf","450 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4379382_uploaded_image1_1694875556.jpg"
